b'Director of Operations',b'UpRecruit',"b'Tempe, AZ'",b'https://www.linkedin.com/jobs/view/director-of-operations-at-uprecruit-3779795483?refId=NOv3ofpOqazjeiwSNQrP9Q%3D%3D&trackingId=Olz%2BwYqwVLNffltORcrmvg%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Executive Administrative Partner',b'Meta',"b'Bellevue, WA'",b'https://www.linkedin.com/jobs/view/executive-administrative-partner-at-meta-3779743565?refId=NOv3ofpOqazjeiwSNQrP9Q%3D%3D&trackingId=HHjP9cxRefEAprHaS6zbqw%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Executive Vice President of Technology',b'LHH',b'Los Angeles Metropolitan Area',b'https://www.linkedin.com/jobs/view/executive-vice-president-of-technology-at-lhh-3766089095?refId=NOv3ofpOqazjeiwSNQrP9Q%3D%3D&trackingId=PFSEGBMyAcbotauIPhrnsA%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Customer Success Manager',b'HP',"b'Ohio, United States'",b'https://www.linkedin.com/jobs/view/customer-success-manager-at-hp-3779120102?refId=NOv3ofpOqazjeiwSNQrP9Q%3D%3D&trackingId=5WSqDR9DyPKRcjcJWl1RjQ%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'VP of Technology',b'Globant',"b'Deerfield Beach, FL'",b'https://www.linkedin.com/jobs/view/vp-of-technology-at-globant-3766332370?refId=NOv3ofpOqazjeiwSNQrP9Q%3D%3D&trackingId=eWzZQ5nnrRQXxQyqgPIIxQ%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Vice President of IT',b'Solar Energy World',"b'Laurel, MD'",b'https://www.linkedin.com/jobs/view/vice-president-of-it-at-solar-energy-world-3780120664?refId=NOv3ofpOqazjeiwSNQrP9Q%3D%3D&trackingId=3mNyyPsehtXw1M5QQ5acfw%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Care Manager',b'Phamily',"b'Hamilton Township, NJ'",b'https://www.linkedin.com/jobs/view/care-manager-at-phamily-3779952862?refId=NOv3ofpOqazjeiwSNQrP9Q%3D%3D&trackingId=yWSzIJxIljoclfIyE34K8Q%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Director of Information Technology',b'IMT Residential',"b'Los Angeles, CA'",b'https://www.linkedin.com/jobs/view/director-of-information-technology-at-imt-residential-3779114736?refId=NOv3ofpOqazjeiwSNQrP9Q%3D%3D&trackingId=vGUUOiR6l69SClVnRGbEYw%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Senior Director - Enterprise Technology',b'Fifth Third Bank',"b'Cincinnati, OH'",b'https://www.linkedin.com/jobs/view/senior-director-enterprise-technology-at-fifth-third-bank-3779468931?refId=NOv3ofpOqazjeiwSNQrP9Q%3D%3D&trackingId=50NHimyTgWgVMRzX8mDSUA%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Media Operations Associate, Disney Entertainment Television Marketing Operations'",b'The Walt Disney Company',"b'Los Angeles, CA'",b'https://www.linkedin.com/jobs/view/media-operations-associate-disney-entertainment-television-marketing-operations-at-the-walt-disney-company-3779123970?refId=NOv3ofpOqazjeiwSNQrP9Q%3D%3D&trackingId=Gof2ejA9ZpwA1ple6POoTg%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Strategy & Operations Program Manager',b'Pinterest',"b'San Francisco, CA'",b'https://www.linkedin.com/jobs/view/strategy-operations-program-manager-at-pinterest-3779799477?refId=NOv3ofpOqazjeiwSNQrP9Q%3D%3D&trackingId=ztUGkZly3VclVjVPlX5G7w%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Manager, Executive Support'",b'Chime',"b'San Francisco, CA'",b'https://www.linkedin.com/jobs/view/manager-executive-support-at-chime-3779909171?refId=NOv3ofpOqazjeiwSNQrP9Q%3D%3D&trackingId=F8oY%2F4yRav9oUFavIp3Vzg%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Executive Director of Information Technology',b'The City University of New York',"b'Brooklyn, NY'",b'https://www.linkedin.com/jobs/view/executive-director-of-information-technology-at-the-city-university-of-new-york-3779119194?refId=NOv3ofpOqazjeiwSNQrP9Q%3D%3D&trackingId=Q6O%2B%2B1gdzhMu4ULbr4z%2BBg%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'President',b'BrainWorks',"b'New Hampshire, United States'",b'https://www.linkedin.com/jobs/view/president-at-brainworks-3779990571?refId=NOv3ofpOqazjeiwSNQrP9Q%3D%3D&trackingId=VcLt%2BOoSf8OpdKwtmaPDnQ%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Junior Network Engineer l (Remote)',b'1Path',"b'Atlanta, GA'",b'https://www.linkedin.com/jobs/view/junior-network-engineer-l-remote-at-1path-3779908218?refId=NOv3ofpOqazjeiwSNQrP9Q%3D%3D&trackingId=J9hUgS5Fnh%2B%2FrWXOtNgm7w%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Virtual Event Manager',b'TSIA',b'United States',b'https://www.linkedin.com/jobs/view/virtual-event-manager-at-tsia-3779955571?refId=NOv3ofpOqazjeiwSNQrP9Q%3D%3D&trackingId=VMS21FPyniMPwaXWYUXr0w%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Customer Experience Specialist',b'U.S. Bank',b'United States',b'https://www.linkedin.com/jobs/view/customer-experience-specialist-at-u-s-bank-3779993799?refId=NOv3ofpOqazjeiwSNQrP9Q%3D%3D&trackingId=CZGG48ytAjZgBgLLIQuWNQ%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Director of Operation and Service Management- Greater China',b'Nike',"b'Beaverton, OR'",b'https://www.linkedin.com/jobs/view/director-of-operation-and-service-management-greater-china-at-nike-3779948529?refId=NOv3ofpOqazjeiwSNQrP9Q%3D%3D&trackingId=bgSMGXSrfWRjY4xM%2Fpyn%2BA%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Technical Program Manager',b'NVIDIA',"b'Santa Clara, CA'",b'https://www.linkedin.com/jobs/view/technical-program-manager-at-nvidia-3779949295?refId=NOv3ofpOqazjeiwSNQrP9Q%3D%3D&trackingId=SS9S3Mk9boIeFWXafxG66Q%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Sr. Director of Product & Business Operations',b'SentinelOne',b'United States',b'https://www.linkedin.com/jobs/view/sr-director-of-product-business-operations-at-sentinelone-3779716735?refId=NOv3ofpOqazjeiwSNQrP9Q%3D%3D&trackingId=Du435nCUUfV3FP8rKGLK2g%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Senior Vice President of Operations',b'Propark Mobility',"b'St Louis, MO'",b'https://www.linkedin.com/jobs/view/senior-vice-president-of-operations-at-propark-mobility-3779975592?refId=STfpmQ9gL2QlfLfSrJrdaA%3D%3D&trackingId=qo3ud8h9ilRRJ8YO6RGTpw%3D%3D&position=1&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Entry Level Assistant Manager',b'Sway Solutions',"b'Ohio, United States'",b'https://www.linkedin.com/jobs/view/entry-level-assistant-manager-at-sway-solutions-3779792999?refId=STfpmQ9gL2QlfLfSrJrdaA%3D%3D&trackingId=KJYMTnwtMWzK3aHD2eqxsA%3D%3D&position=2&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Sr Vice President of Information Technology',b'Alliance Defending Freedom',"b'Scottsdale, AZ'",b'https://www.linkedin.com/jobs/view/sr-vice-president-of-information-technology-at-alliance-defending-freedom-3775446221?refId=STfpmQ9gL2QlfLfSrJrdaA%3D%3D&trackingId=KwqEvMZZd8Uq7Ugi2HeizQ%3D%3D&position=3&pageNum=1&trk=public_jobs_jserp-result_search-card'
"b'MS IT Sr Manager Applications, Hybrid'",b'University of Maryland Medical System',"b'Columbia, MD'",b'https://www.linkedin.com/jobs/view/ms-it-sr-manager-applications-hybrid-at-university-of-maryland-medical-system-3779738089?refId=STfpmQ9gL2QlfLfSrJrdaA%3D%3D&trackingId=7dQx4AWGTwSw16gKsFGEiw%3D%3D&position=4&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'2025 - IT - Director of Technology Operations',b'YES! Communities',"b'Greenwood Village, CO'",b'https://www.linkedin.com/jobs/view/2025-it-director-of-technology-operations-at-yes%21-communities-3771600099?refId=STfpmQ9gL2QlfLfSrJrdaA%3D%3D&trackingId=qnK%2FtVM7Y02tXJFm6klr7A%3D%3D&position=5&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Technical Support Analyst',b'AscellaHealth',"b'Berwyn, PA'",b'https://www.linkedin.com/jobs/view/technical-support-analyst-at-ascellahealth-3779795409?refId=STfpmQ9gL2QlfLfSrJrdaA%3D%3D&trackingId=gg7byo8sXEHTdKRrQDsDWw%3D%3D&position=6&pageNum=1&trk=public_jobs_jserp-result_search-card'
"b'Supervisor, IT Support'",b'SoFi',"b'Charlotte, NC'",b'https://www.linkedin.com/jobs/view/supervisor-it-support-at-sofi-3779741934?refId=STfpmQ9gL2QlfLfSrJrdaA%3D%3D&trackingId=h4LSOm1ROGtBRsCgNjcEbA%3D%3D&position=7&pageNum=1&trk=public_jobs_jserp-result_search-card'
"b'Manager, Information Technology'",b'Cooper Standard',"b'Fort Wayne, IN'",b'https://www.linkedin.com/jobs/view/manager-information-technology-at-cooper-standard-3774139878?refId=STfpmQ9gL2QlfLfSrJrdaA%3D%3D&trackingId=Ty5MO4OruIvayfEwdxi4IQ%3D%3D&position=8&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Help Desk Administrator',b'In Technology Group Inc (US)',b'Dallas-Fort Worth Metroplex',b'https://www.linkedin.com/jobs/view/help-desk-administrator-at-in-technology-group-inc-us-3778749450?refId=STfpmQ9gL2QlfLfSrJrdaA%3D%3D&trackingId=kcp7jZuYN%2BBUfbbI1Jpfng%3D%3D&position=9&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Production Team Member',b'Solid Sealing Technology',"b'Watervliet, NY'",b'https://www.linkedin.com/jobs/view/production-team-member-at-solid-sealing-technology-3779792918?refId=STfpmQ9gL2QlfLfSrJrdaA%3D%3D&trackingId=wpYCi5sYEeHJwY6ocu6TvQ%3D%3D&position=10&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Junior Web Developer (React JS)',b'Team Remotely Inc',"b'Tampa, FL'",b'https://www.linkedin.com/jobs/view/junior-web-developer-react-js-at-team-remotely-inc-3779969963?refId=STfpmQ9gL2QlfLfSrJrdaA%3D%3D&trackingId=JzTP1a6xtL9dLtH8rLOHYw%3D%3D&position=11&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Technical Support Representative- 100% Work From Home',"b'Netfor, Inc.'","b'Fishers, IN'",b'https://www.linkedin.com/jobs/view/technical-support-representative-100%25-work-from-home-at-netfor-inc-3779951742?refId=STfpmQ9gL2QlfLfSrJrdaA%3D%3D&trackingId=kjaB8Qkjmy4RO2R9JEadhw%3D%3D&position=12&pageNum=1&trk=public_jobs_jserp-result_search-card'
"b'Supervisor, IT Support'",b'SoFi',"b'Frisco, TX'",b'https://www.linkedin.com/jobs/view/supervisor-it-support-at-sofi-3779745202?refId=STfpmQ9gL2QlfLfSrJrdaA%3D%3D&trackingId=C%2FaJkQDAAdHkGG0MfN8w9g%3D%3D&position=13&pageNum=1&trk=public_jobs_jserp-result_search-card'
"b'Supervisor, IT Support'",b'SoFi',"b'Jacksonville, FL'",b'https://www.linkedin.com/jobs/view/supervisor-it-support-at-sofi-3779746057?refId=STfpmQ9gL2QlfLfSrJrdaA%3D%3D&trackingId=%2BClESHFhWILeg0gSXfOXPQ%3D%3D&position=14&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Maintenance Director',"b'Main Street Abbey | Wedding & Event Venue | Columbia, IL'","b'Columbia, IL'",b'https://www.linkedin.com/jobs/view/maintenance-director-at-main-street-abbey-wedding-event-venue-columbia-il-3779798469?refId=STfpmQ9gL2QlfLfSrJrdaA%3D%3D&trackingId=FQlFm1c9DZOqu%2BDIwUo%2FLQ%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'IT Help Desk',b'Sigmatech',"b'Colorado Springs, CO'",b'https://www.linkedin.com/jobs/view/it-help-desk-at-sigmatech-3779928753?refId=STfpmQ9gL2QlfLfSrJrdaA%3D%3D&trackingId=2z4zgznXRGOgU9tTD9uhaA%3D%3D&position=16&pageNum=1&trk=public_jobs_jserp-result_search-card'
"b'Supervisor, IT Support'",b'SoFi',"b'New York, NY'",b'https://www.linkedin.com/jobs/view/supervisor-it-support-at-sofi-3779746048?refId=STfpmQ9gL2QlfLfSrJrdaA%3D%3D&trackingId=oCm5KtPd6PeJvt882pldtQ%3D%3D&position=17&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Information Technology Senior Consultant',b'Dezign Concepts',"b'Columbia, MD'",b'https://www.linkedin.com/jobs/view/information-technology-senior-consultant-at-dezign-concepts-3779955480?refId=STfpmQ9gL2QlfLfSrJrdaA%3D%3D&trackingId=V1TJs7jgyMSqmwo2zFg9Fw%3D%3D&position=18&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Director of Innovation',b'Medisca',"b'Irving, TX'",b'https://www.linkedin.com/jobs/view/director-of-innovation-at-medisca-3779977567?refId=STfpmQ9gL2QlfLfSrJrdaA%3D%3D&trackingId=WCC%2BLGkqiqe98GPFGtO9hw%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Chief Technology Officer',b'ZeOmega',"b'Plano, TX'",b'https://www.linkedin.com/jobs/view/chief-technology-officer-at-zeomega-3763307827?refId=STfpmQ9gL2QlfLfSrJrdaA%3D%3D&trackingId=dyfKV68Ww%2BYCqOGe4Hmtug%3D%3D&position=20&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Systems Administrator',b'Seattle Seahawks',"b'Renton, WA'",b'https://www.linkedin.com/jobs/view/systems-administrator-at-seattle-seahawks-3779951736?refId=STfpmQ9gL2QlfLfSrJrdaA%3D%3D&trackingId=t2objhIMKhvn%2Bqzmhf8%2FnQ%3D%3D&position=21&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'IT Support Technician',b'Next Door Milwaukee',"b'Milwaukee, WI'",b'https://www.linkedin.com/jobs/view/it-support-technician-at-next-door-milwaukee-3780125296?refId=STfpmQ9gL2QlfLfSrJrdaA%3D%3D&trackingId=6a1UbXchGXF48X%2BYdRoWSA%3D%3D&position=22&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'IT Support Intern',b'Emerging Tech',"b'Gainesville, FL'",b'https://www.linkedin.com/jobs/view/it-support-intern-at-emerging-tech-3779954631?refId=STfpmQ9gL2QlfLfSrJrdaA%3D%3D&trackingId=DMzevFDxQELZ%2FffEkKw3%2Fw%3D%3D&position=23&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Client Technology Manager',b'Mainstay Technologies',"b'Manchester, NH'",b'https://www.linkedin.com/jobs/view/client-technology-manager-at-mainstay-technologies-3779793427?refId=STfpmQ9gL2QlfLfSrJrdaA%3D%3D&trackingId=pmclPyVElcKOL6XeuU5maQ%3D%3D&position=24&pageNum=1&trk=public_jobs_jserp-result_search-card'
"b'Senior Director, Technical Operations'","b'Tanaq Environmental, LLC'","b'Tampa, FL'",b'https://www.linkedin.com/jobs/view/senior-director-technical-operations-at-tanaq-environmental-llc-3780151594?refId=STfpmQ9gL2QlfLfSrJrdaA%3D%3D&trackingId=0KAd7iwXmzfnnimTJXHLVQ%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card'
Title,Company,Location,Apply
b'Director of Operations',b'UpRecruit',"b'Tempe, AZ'",b'https://www.linkedin.com/jobs/view/director-of-operations-at-uprecruit-3779795483?refId=a3lcmhedFVOW%2FL6xAxfuuA%3D%3D&trackingId=Fnu8UvIvsJV7kaJKJ2SApg%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Information Technology Specialist',b'USDA',"b'Washington, DC'",b'https://www.linkedin.com/jobs/view/information-technology-specialist-at-usda-3771369984?refId=a3lcmhedFVOW%2FL6xAxfuuA%3D%3D&trackingId=PXB4j50u75P74EfuOjZLXA%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Director of Information Technology',b'IMT Residential',"b'Los Angeles, CA'",b'https://www.linkedin.com/jobs/view/director-of-information-technology-at-imt-residential-3779114736?refId=a3lcmhedFVOW%2FL6xAxfuuA%3D%3D&trackingId=9KRs2x5KUaLm8Ya13mtWbA%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Vice President of IT',b'Solar Energy World',"b'Laurel, MD'",b'https://www.linkedin.com/jobs/view/vice-president-of-it-at-solar-energy-world-3780120664?refId=a3lcmhedFVOW%2FL6xAxfuuA%3D%3D&trackingId=xgwYsxJ%2BYWtyiIoKDzRv5w%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'IT Support Technician I',b'Henry Schein One',"b'Arlington, TX'",b'https://www.linkedin.com/jobs/view/it-support-technician-i-at-henry-schein-one-3779796386?refId=a3lcmhedFVOW%2FL6xAxfuuA%3D%3D&trackingId=LXsbpqNH3QCg91mHbz8nBQ%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Executive Director of Information Technology',b'The City University of New York',"b'Brooklyn, NY'",b'https://www.linkedin.com/jobs/view/executive-director-of-information-technology-at-the-city-university-of-new-york-3779119194?refId=a3lcmhedFVOW%2FL6xAxfuuA%3D%3D&trackingId=UwudFhxm69xyCzgzKbatNA%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Data Engineer - Internship',b'Chipotle Mexican Grill',"b'Newport Beach, CA'",b'https://www.linkedin.com/jobs/view/data-engineer-internship-at-chipotle-mexican-grill-3780108401?refId=a3lcmhedFVOW%2FL6xAxfuuA%3D%3D&trackingId=5SihgPAMYjj5cbe4%2FtD9RQ%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Information Technology Specialist',b'CDC Foundation',"b'District of Columbia, United States'",b'https://www.linkedin.com/jobs/view/information-technology-specialist-at-cdc-foundation-3774847590?refId=a3lcmhedFVOW%2FL6xAxfuuA%3D%3D&trackingId=ejQfgi0iWohx3NjEpIRCgA%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'IT Specialist',b'U.S. Department of Homeland Security',"b'Springfield, VA'",b'https://www.linkedin.com/jobs/view/it-specialist-at-u-s-department-of-homeland-security-3780193047?refId=a3lcmhedFVOW%2FL6xAxfuuA%3D%3D&trackingId=53M8ssUFHjnk%2BRQVdtsjgg%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Chief Technology Officer',b'Howard Hughes Holdings Inc.',"b'The Woodlands, TX'",b'https://www.linkedin.com/jobs/view/chief-technology-officer-at-howard-hughes-holdings-inc-3778799590?refId=a3lcmhedFVOW%2FL6xAxfuuA%3D%3D&trackingId=ZtiB4dWf3xkUynvVz%2Bb7WQ%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Virtual Event Manager',b'TSIA',b'United States',b'https://www.linkedin.com/jobs/view/virtual-event-manager-at-tsia-3779955571?refId=a3lcmhedFVOW%2FL6xAxfuuA%3D%3D&trackingId=2nHr%2FC1PonOH3x6jrSzHeQ%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Jr. Data Analyst - Remote | WFH',b'Get It Recruit - Information Technology',"b'Alvin, TX'",b'https://www.linkedin.com/jobs/view/jr-data-analyst-remote-wfh-at-get-it-recruit-information-technology-3775427053?refId=a3lcmhedFVOW%2FL6xAxfuuA%3D%3D&trackingId=D5U4tqzZ4lVfAj9FgyqrSg%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Director of Technology',b'THREE RIVERS COMMUNITY SCHOOLS',"b'Three Rivers, MI'",b'https://www.linkedin.com/jobs/view/director-of-technology-at-three-rivers-community-schools-3774879425?refId=a3lcmhedFVOW%2FL6xAxfuuA%3D%3D&trackingId=LHpIcNkXDm90eTyBMkYbIg%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Chief Technology Officer',b'CodePay Inc.',b'New York City Metropolitan Area',b'https://www.linkedin.com/jobs/view/chief-technology-officer-at-codepay-inc-3774157564?refId=a3lcmhedFVOW%2FL6xAxfuuA%3D%3D&trackingId=%2F8XeQ%2F%2BMjYVaTsqIfQeqTA%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Desktop Support Specialist',b'Mayfront Technologies LLC',"b'Mount Laurel, NJ'",b'https://www.linkedin.com/jobs/view/desktop-support-specialist-at-mayfront-technologies-llc-3780116835?refId=a3lcmhedFVOW%2FL6xAxfuuA%3D%3D&trackingId=qNFcPotmrW3%2F00rdvFnSAw%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Chief Technology Officer',b'NEW-SENSE',"b'Los Angeles, CA'",b'https://www.linkedin.com/jobs/view/chief-technology-officer-at-new-sense-3774899022?refId=a3lcmhedFVOW%2FL6xAxfuuA%3D%3D&trackingId=huzklOaZYTHUs%2B74zBGu4w%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Technology Analyst - Remote',b'Get It Recruit - Information Technology',"b'Southfield, MI'",b'https://www.linkedin.com/jobs/view/technology-analyst-remote-at-get-it-recruit-information-technology-3763881220?refId=a3lcmhedFVOW%2FL6xAxfuuA%3D%3D&trackingId=6UxJN5RU4Gst5vFrwSlKow%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card'
"b'Director of IT, Retail'",b'Tekniforce',b'Raleigh-Durham-Chapel Hill Area',b'https://www.linkedin.com/jobs/view/director-of-it-retail-at-tekniforce-3779147711?refId=a3lcmhedFVOW%2FL6xAxfuuA%3D%3D&trackingId=TLvNfQgL4qSlE5BLwOM%2FIw%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Technology Analyst - Remote | WFH',b'Get It Recruit - Information Technology',"b'Southfield, MI'",b'https://www.linkedin.com/jobs/view/technology-analyst-remote-wfh-at-get-it-recruit-information-technology-3766220794?refId=a3lcmhedFVOW%2FL6xAxfuuA%3D%3D&trackingId=i6KVUz9ovpGz38GYFUDMSA%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'IT Application Support Specialist',b'Naples Airport Authority',"b'Naples, FL'",b'https://www.linkedin.com/jobs/view/it-application-support-specialist-at-naples-airport-authority-3779721100?refId=a3lcmhedFVOW%2FL6xAxfuuA%3D%3D&trackingId=pX5tcDxjK1ZJWXAzY5FG4Q%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Chief Technology Officer',b'City of New Haven',"b'New Haven, CT'",b'https://www.linkedin.com/jobs/view/chief-technology-officer-at-city-of-new-haven-3765734696?refId=a3lcmhedFVOW%2FL6xAxfuuA%3D%3D&trackingId=kKkLP55uto%2F4j0U%2FgjbJtg%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Care Manager',b'Phamily',"b'Hamilton Township, NJ'",b'https://www.linkedin.com/jobs/view/care-manager-at-phamily-3779952862?refId=a3lcmhedFVOW%2FL6xAxfuuA%3D%3D&trackingId=6AXbFCEeI0COVcIJ3Uo1VA%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'IT Lead',b'.',"b'Shelbyville, KY'",b'https://www.linkedin.com/jobs/view/it-lead-at--3778798416?refId=a3lcmhedFVOW%2FL6xAxfuuA%3D%3D&trackingId=V0w2dn1YfneCorZl1ORq3A%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Director of Innovation',b'Medisca',"b'Aventura, FL'",b'https://www.linkedin.com/jobs/view/director-of-innovation-at-medisca-3779977569?refId=a3lcmhedFVOW%2FL6xAxfuuA%3D%3D&trackingId=8OiN0h0JsBz0Qj4zb%2B4VXA%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'Director of Innovation',b'Medisca',"b'Phoenix, AZ'",b'https://www.linkedin.com/jobs/view/director-of-innovation-at-medisca-3779977568?refId=a3lcmhedFVOW%2FL6xAxfuuA%3D%3D&trackingId=FooQ6n6WF9rRpn5D29LiZw%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card'
b'IT Support Specialist',b'Steneral Consulting',"b'Madison, AL'",b'https://www.linkedin.com/jobs/view/it-support-specialist-at-steneral-consulting-3779144966?refId=fids7b8yL84aMQyDPKXk2g%3D%3D&trackingId=KtEuk60Z2dHZ7nhzJwE%2FPQ%3D%3D&position=1&pageNum=1&trk=public_jobs_jserp-result_search-card'
"b'Supervisor, IT Support'",b'SoFi',"b'Charlotte, NC'",b'https://www.linkedin.com/jobs/view/supervisor-it-support-at-sofi-3779741934?refId=fids7b8yL84aMQyDPKXk2g%3D%3D&trackingId=BznBWLav0UhnHhlsxFYqZQ%3D%3D&position=2&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Help Desk Administrator',b'In Technology Group Inc (US)',b'Dallas-Fort Worth Metroplex',b'https://www.linkedin.com/jobs/view/help-desk-administrator-at-in-technology-group-inc-us-3778749450?refId=fids7b8yL84aMQyDPKXk2g%3D%3D&trackingId=qtI%2B%2FIXTXF1GeJJOc8Q14w%3D%3D&position=3&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'Junior Web Developer (React JS)',b'Team Remotely Inc',"b'Tampa, FL'",b'https://www.linkedin.com/jobs/view/junior-web-developer-react-js-at-team-remotely-inc-3779969963?refId=fids7b8yL84aMQyDPKXk2g%3D%3D&trackingId=MXL77ZG7Z%2BOG%2FH9IdJ9r4Q%3D%3D&position=4&pageNum=1&trk=public_jobs_jserp-result_search-card'
"b'Vice President, Technology'",b'Endpoint Clinical',b'United States',b'https://www.linkedin.com/jobs/view/vice-president-technology-at-endpoint-clinical-3771170716?refId=fids7b8yL84aMQyDPKXk2g%3D%3D&trackingId=eOjApTPwyKZgLAkfutksIg%3D%3D&position=5&pageNum=1&trk=public_jobs_jserp-result_search-card'
"b'Supervisor, IT Support'",b'SoFi',"b'Frisco, TX'",b'https://www.linkedin.com/jobs/view/supervisor-it-support-at-sofi-3779745202?refId=fids7b8yL84aMQyDPKXk2g%3D%3D&trackingId=lYXr1broVGNFOhhKFSFrBw%3D%3D&position=6&pageNum=1&trk=public_jobs_jserp-result_search-card'
b'IT Help Desk',b'Sigmatech',"b'Colorado Springs, CO'",b'https://www.linkedin.com/jobs/view/it-help-desk-at-sigmatech-3779928753?refId=fids7b8yL84aMQyDPKXk2g%3D%3D&trackingId=ykZCGTWh%2FYTyUKe0wYrX0g%3D%3D&position=7&pageNum=1&trk=public_jobs_jserp-result_search-card'
"b'Supervisor, IT Support'",b'SoFi',"b'New York, NY'",b'https://www.linkedin.com/jobs/view/supervisor-it-support-at-sofi-3779746048?refId=fids7b8yL84aMQyDPKXk2g%3D%3D&trackingId=PLGN9AMSGJC%2BzOda9TZLyg%3D%3D&position=8&pageNum=1&trk=public_jobs_jserp-result_search-card'
